"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"2516","S0228","ඛුද්දක නිකාය උදාන අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,330,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2517","S0229","ඛුද්දක නිකාය ඉතිවුත්තක අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,301,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2518","S0230","ඛුද්දක නිකාය සුත්තනිපාත අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,528,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2519","S0231","ඛුද්දක නිකාය විමානවත්ථු අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,284,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2520","S0232","ඛුද්දක නිකාය පේතවත්ථු අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,231,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2521","S0233","ඛුද්දක නිකාය ථේරගාථා අට්ටකථා 01","ධම්මවිචය ග්‍රන්ථ",NULL,404,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2522","S0234","ඛුද්දක නිකාය ථේරගාථා අට්ටකථා 02","ධම්මවිචය ග්‍රන්ථ",NULL,483,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2523","S0235","ඛුද්දක නිකාය ථේරීගාථා අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,279,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2524","S0236","ඛුද්දක නිකාය අපදාන අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,547,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2525","S0237","ඛුද්දක නිකාය බුද්ධවංස අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,318,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2526","S0238","ඛුද්දක නිකාය චරියාපිටක අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,281,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2527","S0239","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 01","ධම්මවිචය ග්‍රන්ථ",NULL,448,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2528","S0240","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 02","ධම්මවිචය ග්‍රන්ථ",NULL,346,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2529","S0241","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 03","ධම්මවිචය ග්‍රන්ථ",NULL,441,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2530","S0242","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 04","ධම්මවිචය ග්‍රන්ථ",NULL,427,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2531","S0243","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 05","ධම්මවිචය ග්‍රන්ථ",NULL,477,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2532","S0244","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 06","ධම්මවිචය ග්‍රන්ථ",NULL,287,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2533","S0245","ඛුද්දක නිකාය ජාතක පාලි අට්ටකථා 07","ධම්මවිචය ග්‍රන්ථ",NULL,353,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2534","S0246","ඛුද්දක නිකාය මහානිද්දෙස අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,374,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2535","S0247","ඛුද්දක නිකාය චුලනිද්දෙස අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,123,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2536","S0248","ඛුද්දක නිකාය පටිසම්භිධාමග්ග අට්ටකථා 01","ධම්මවිචය ග්‍රන්ථ",NULL,328,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2537","S0249","ඛුද්දක නිකාය පටිසම්භිධාමග්ග අට්ටකථා 02","ධම්මවිචය ග්‍රන්ථ",NULL,244,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2538","S0250","ඛුද්දක නිකාය නෙත්තිප්‍රකරණ අට්ටකථා","ධම්මවිචය ග්‍රන්ථ",NULL,240,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2539","S0251","දීඝ නිකාය සීලක්ඛන්ධවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,339,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2540","S0252","දීඝ නිකාය මහා වග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,308,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2541","S0253","දීඝ නිකාය පාටිකවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,247,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2542","S0254","දීඝ නිකාය සීලක්ඛන්ධවග්ග අභිනව ටීකා 01","ධම්මවිචය ග්‍රන්ථ",NULL,419,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2543","S0255","දීඝ නිකාය සීලක්ඛන්ධවග්ග අභිනව ටීකා 02","ධම්මවිචය ග්‍රන්ථ",NULL,366,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2544","S0256","මජ්ජිම නිකාය මුලපන්නසක ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,598,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2545","S0257","මජ්ජිම නිකාය මජ්ජිමපන්නසක ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,176,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2546","S0258","මජ්ජිම නිකාය උපරිපන්නසක ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,204,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2547","S0259","සංයුක්ත නිකාය සගාථවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,286,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2548","S0260","සංයුක්ත නිකාය නිදානවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,170,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2549","S0261","සංයුක්ත නිකාය ඛන්ධවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,71,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2550","S0262","සංයුක්ත නිකාය සලායතනවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,93,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2551","S0263","සංයුක්ත නිකාය මහාවග්ග ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,141,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2552","S0264","අංගුත්තර නිකාය ටීකා එකනිපාත","ධම්මවිචය ග්‍රන්ථ",NULL,247,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2553","S0265","අංගුත්තර නිකාය ටීකා දුක තික චතුක්ක නිපාත","ධම්මවිචය ග්‍රන්ථ",NULL,328,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2554","S0266","අංගුත්තර නිකාය ටීකා පංචක චක්ක සත්තකනිපාත","ධම්මවිචය ග්‍රන්ථ",NULL,169,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2555","S0267","අංගුත්තර නිකාය ටීකා අට්ටක නවක දසක එකාදසක නිපාත","ධම්මවිචය ග්‍රන්ථ",NULL,143,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2556","S0268","නෙත්තිප්‍රකරණ ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,132,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2557","S0269","නෙත්තිවිභාවිනි","ධම්මවිචය ග්‍රන්ථ",NULL,310,"Sinhala","Full","Na Uyana","සූත්‍ර","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"1704","RI0001","ත්‍රිපිටක සූචිය","පොල්වත්තේ බුද්ධදත්ත හිමි","1953-01-01",285,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"1705","RI0002","ත්‍රිපිටක සූචිය රන්පියවර","මකුලුදුවේ අමිත හිමි",NULL,530,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"1706","RI0003","බුද්ධ ජයන්ති ත්‍රිපිටක අර්ථ කෝෂය","BCC",NULL,NULL,"Sinhala","Full","My Library","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"1707","RI0004","බුද්ධ ජයන්ති ත්‍රිපිටක සූත්‍ර සුචිය","BCC",NULL,129,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"1708","RI0005","සූත්‍රධර්ම නාමාවලිය",NULL,NULL,201,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"2235","V0110","පාචිත්තිය පාළි අට්ටකතා","ධම්මවිචය ග්‍රන්ථ",NULL,214,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2236","V0111","චුල්ලවග්ග පාළි අට්ටකතා","ධම්මවිචය ග්‍රන්ථ",NULL,126,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2237","V0112","මහාවග්ග පාළි අට්ටකතා","ධම්මවිචය ග්‍රන්ථ",NULL,186,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2238","V0113","පරිවාර පාළි අට්ටකතා","ධම්මවිචය ග්‍රන්ථ",NULL,115,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2239","V0114","සාරාර්ථදීපානි ටිකාව 01","ධම්මවිචය ග්‍රන්ථ",NULL,394,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2240","V0115","සාරාර්ථදීපානි ටිකාව 02","ධම්මවිචය ග්‍රන්ථ",NULL,396,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2241","V0116","සාරාර්ථදීපානි ටිකාව 03","ධම්මවිචය ග්‍රන්ථ",NULL,476,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2242","V0117","වජිරබුද්ධි ටිකාව","ධම්මවිචය ග්‍රන්ථ",NULL,630,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2243","V0118","විමතිවිනෝදනී ටිකාව","ධම්මවිචය ග්‍රන්ථ",NULL,654,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2244","V0119","ද්වෙමතික පාලි ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,316,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2245","V0120","කංඛාවිතරණි පුරාණ ටිකාව","ධම්මවිචය ග්‍රන්ථ",NULL,106,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2246","V0121","කංඛාවිතරණි අභිනව ටිකාව","ධම්මවිචය ග්‍රන්ථ",NULL,320,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2247","V0122","විනයාලංකාර ටිකාව","ධම්මවිචය ග්‍රන්ථ",NULL,591,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2248","V0123","ඛුද්දක සිඛා- මූල සික්ඛා","ධම්මවිචය ග්‍රන්ථ",NULL,364,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2249","V0124","විනයසංග්‍රහ අට්ටකතා","ධම්මවිචය ග්‍රන්ථ",NULL,394,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2250","V0125","විනය විනිශ්චය ටිකා","ධම්මවිචය ග්‍රන්ථ",NULL,729,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2251","V0126","විනය විනිශ්චය- උත්තර විනිශ්චය","ධම්මවිචය ග්‍රන්ථ",NULL,429,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2252","V0127","පාචිත්‍යාදී යෝජනා","ධම්මවිචය ග්‍රන්ථ",NULL,526,"Pali","Full","Na Uyana","විනය","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2263","A0097","ධම්මසංගණී ප්‍රකරණය - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,281,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2264","A0098","විභංග ප්‍රකරණය - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,446,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2265","A0099","ධාතුකථාප්‍රකරණය - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,90,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2266","A0100","පුග්ගල පඤ්ඤත්ති ප්‍රකරණ - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,80,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2267","A0101","කථාවත්ථු ප්‍රකරණය - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,445,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2268","A0102","යමක ප්‍රකරණ 1 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,364,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2269","A0103","යමක ප්‍රකරණ 2 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,365,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2270","A0104","යමක ප්‍රකරණ 3- අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,459,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2271","A0105","පට්ඨාන ප්‍රකරණ 1 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,451,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2272","A0106","පට්ඨාන ප්‍රකරණ 2 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,494,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2273","A0107","පට්ඨාන ප්‍රකරණ 3 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,594,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2274","A0108","පට්ඨාන ප්‍රකරණ 4 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,627,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2275","A0109","පට්ඨාන ප්‍රකරණ 5 - අභිධම්ම","ධම්මවිචය ග්‍රන්ථ",NULL,399,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2287","A0121","අභිධම්මාවතාර","ධම්මවිචය ග්‍රන්ථ",NULL,562,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2288","A0122","අභිධම්මාවතාර පුරාන ටීකා","ධම්මවිචය ග්‍රන්ථ",NULL,545,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2289","A0123","මෝහවිච්චේදනී (චෝලිය කස්සප ථේර)","ධම්මවිචය ග්‍රන්ථ",NULL,347,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2291","A0125","නිරුත්ති දිපනිය (පරමත්ථදිපනිය ටිකාව)","ධම්මවිචය ග්‍රන්ථ",NULL,377,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2292","A0126","පට්ඨානඋද්දේසදිපනිය","ධම්මවිචය ග්‍රන්ථ",NULL,47,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"2293","A0127","අනුදිපනි පාඨ","ධම්මවිචය ග්‍රන්ථ",NULL,242,"Pali","Full","Na Uyana","අභිධර්ම","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"1741","S0031","ජාතක පාළි 5 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"2841","B0026","විශුද්ධිමග්ග 01","ධම්මවිචය ග්‍රන්ථ",NULL,324,"Pali","Full","Na Uyana","ධර්ම සංග්‍රහ ග්‍රන්ථ","ඡට්ට සංගායන ග්‍රන්ථ (පාලි)"
"1714","S0004","මජ්ඣිම නිකාය 2 අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1715","S0005","මජ්ඣිම නිකාය 3 අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1716","S0006","මජ්ඣිම නිකාය 4 අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1717","S0007","සංයුත්ත නිකාය 1 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1718","S0008","සංයුත්ත නිකාය 2 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1719","S0009","සංයුත්ත නිකාය 3 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1720","S0010","අංගුත්තර නිකාය 1 -අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1721","S0011","අංගුත්තර නිකාය 2 -අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1722","S0012","ඛුද්දක පාඨ - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1723","S0013","ධම්මපද අටුවාව 01 අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1724","S0014","ධම්මපද අටුවාව 02 අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1725","S0015","උදානපාළි අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1726","S0016","ඉතිවුත්තක අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1727","S0017","සුත්ත නිපාත අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1728","S0018","විමානවත්ථු අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1729","S0019","පේතවත්ථු අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1730","S0020","ථේරගාථා අටුවාව - පාළි 1","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1731","S0021","ථේරගාථා අටුවාව - පාළි 2","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1732","S0022","ථෙරිගාථා අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1733","S0023","ආපදානපාලි අටුවාව - පාළි 01","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1734","S0024","ආපදානපාලි අටුවාව - පාළි 02","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1736","S0026","චරියාපිටක අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"2061","RK0001","පාලි-සිංහල ශබ්දකෝෂය","මඩිතියවෙල සිරි සුමංගල හිමි","1965-01-01",545,"Pali","Full","Na Uyana","ඉපැරණි ග්‍රන්ථ","සුචි; ශබ්ධකෝෂ;"
"1710","RI0007","අට්ටකතා සුචි - දෙවන භාගය","කොස්ගොඩ සිරි සුමේධ හිමි","1950-01-01",228,"Pali","Full","Na Uyana","ඉපැරණි ග්‍රන්ථ","ත්‍රිපිටක සුචි"
"1765","P0006","කථාසල්ලාපසික්ඛා හෙවත් පාළි කථා පුහුණුව","බුරුමයේ ජනකාභිවංස හිමි",NULL,186,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1767","P0008","පාලිභාෂාවතරණය 2","පොල්වත්තේ බුද්ධදත්ත හිමි","2007-01-01",239,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1808","P0041","පදසාධනය","පියදස්සි හිමි","1905-01-01",210,"Pali","Full","Na Uyana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1828","P0060","බාලාවතාරො","ඒ සාරානන්ද හිමි","1901-01-01",100,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1737","S0027","ජාතක පාළි 1 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1738","S0028","ජාතක පාළි 2 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1739","S0029","ජාතක පාළි 3 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1740","S0030","ජාතක පාළි 4 - අටුවාව - පාළි","හේවාවිතාරණ අටුවා",NULL,NULL,"Pali","Full","Path Nirwana","සූත්‍ර","පාලි අටුවා"
"1768","P0009","පාලිභාෂාවතරණය 3","පොල්වත්තේ බුද්ධදත්ත හිමි","2007-01-01",232,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1769","P0010","පාලිභාෂාව","වේරගොඩ අමරමෝලි හිමි","1995-01-01",250,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1770","P0011","පාලිභාෂාවතරණයතුර","මලලගම සුමනනන්ද හිමි","1948-01-01",71,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1771","P0012","පාළිපාඨාවලී","පොල්වත්තේ බුද්ධදත්ත හිමි","2008-01-01",142,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1772","P0013","පාළිපාඨාවලී","පොල්වත්තේ බුද්ධදත්ත හිමි","2008-01-01",136,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"1777","P0018","අභිධානප්පදීපිකා හෙවත් පාලිනිඝණ්ඩු 01 Edition","වස්කඩුවේ සුභූති හිමි","1883-01-01",381,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
